"matrix","x","y"
"1",0,-73.5
"1",-1,-72.5
"1",-2,-71.5
"1",-3,-70.5
"1",-4,-69.5
"1",-5,-68.5
"1",-6,-67.5
"1",-6,-66.5
"1",-6,-65.5
"1",-5,-64.5
"1",-4,-63.5
"1",-3,-62.5
"1",-2,-61.5
"1",-1,-60.5
"1",0,-59.5
"1",1,-58.5
"1",2,-57.5
"1",3,-56.5
"1",4,-55.5
"1",5,-54.5
"1",4,-53.5
"1",3,-52.5
"1",4,-51.5
"1",5,-50.5
"1",6,-49.5
"1",7,-48.5
"1",8,-47.5
"1",7,-46.5
"1",6,-45.5
"1",7,-44.5
"1",6,-43.5
"1",5,-42.5
"1",4,-41.5
"1",4,-40.5
"1",4,-39.5
"1",4,-38.5
"1",5,-37.5
"1",5,-36.5
"1",6,-35.5
"1",7,-34.5
"1",8,-33.5
"1",9,-32.5
"1",9,-31.5
"1",9,-30.5
"1",9,-29.5
"1",9,-28.5
"1",9,-27.5
"1",9,-26.5
"1",9,-25.5
"1",8,-24.5
"1",7,-23.5
"1",6,-22.5
"1",5,-21.5
"1",4,-20.5
"1",3,-19.5
"1",2,-18.5
"1",2,-17.5
"1",1,-16.5
"1",1,-15.5
"1",0,-14.5
"1",-1,-13.5
"1",-2,-12.5
"1",-3,-11.5
"1",-4,-10.5
"1",-5,-9.5
"1",-6,-8.5
"1",-7,-7.5
"1",-8,-6.5
"1",-9,-5.5
"1",-10,-4.5
"1",-11,-3.5
"1",-12,-2.5
"1",-13,-1.5
"1",-14,-0.5
"1",-15,0.5
"1",-16,1.5
"1",-17,2.5
"1",-17,3.5
"1",-17,4.5
"1",-17,5.5
"1",-17,6.5
"1",-17,7.5
"1",-18,8.5
"1",-19,9.5
"1",-19,10.5
"1",-19,11.5
"1",-19,12.5
"1",-19,13.5
"1",-19,14.5
"1",-19,15.5
"1",-19,16.5
"1",-19,17.5
"1",-19,18.5
"1",-19,19.5
"1",-19,20.5
"1",-19,21.5
"1",-19,22.5
"1",-19,23.5
"1",-18,24.5
"1",-17,25.5
"1",-17,26.5
"1",-17,27.5
"1",-17,28.5
"1",-16,29.5
"1",-16,30.5
"1",-16,31.5
"1",-16,32.5
"1",-16,33.5
"1",-16,34.5
"1",-16,35.5
"1",-16,36.5
"1",-16,37.5
"1",-16,38.5
"1",-16,39.5
"1",-16,40.5
"1",-16,41.5
"1",-16,42.5
"1",-17,43.5
"1",-18,44.5
"1",-19,45.5
"1",-19,46.5
"1",-18,47.5
"1",-17,48.5
"1",-16,49.5
"1",-15,50.5
"1",-14,51.5
"1",-13,52.5
"1",-12,53.5
"1",-11,54.5
"1",-10,55.5
"1",-9,56.5
"1",-8,57.5
"1",-7,58.5
"1",-6,59.5
"1",-5,59.5
"1",-4,59.5
"1",-3,59.5
"1",-2,58.5
"1",-1,57.5
"1",-1,56.5
"1",0,55.5
"1",0,54.5
"2",0,-73.5
"2",-1,-72.5
"2",-2,-71.5
"2",-3,-70.5
"2",-4,-69.5
"2",-5,-68.5
"2",-6,-67.5
"2",-6,-66.5
"2",-6,-65.5
"2",-5,-64.5
"2",-4,-63.5
"2",-3,-62.5
"2",-2,-61.5
"2",-1,-60.5
"2",0,-59.5
"2",1,-58.5
"2",2,-57.5
"2",3,-56.5
"2",4,-55.5
"2",5,-54.5
"2",4,-53.5
"2",3,-52.5
"2",4,-51.5
"2",5,-50.5
"2",6,-49.5
"2",7,-48.5
"2",8,-47.5
"2",7,-46.5
"2",6,-45.5
"2",6,-44.5
"2",5,-43.5
"2",5,-42.5
"2",5,-41.5
"2",5,-40.5
"2",5,-39.5
"2",5,-38.5
"2",5,-37.5
"2",5,-36.5
"2",5,-35.5
"2",6,-34.5
"2",7,-33.5
"2",8,-32.5
"2",8,-31.5
"2",8,-30.5
"2",8,-29.5
"2",8,-28.5
"2",8,-27.5
"2",8,-26.5
"2",8,-25.5
"2",8,-24.5
"2",7,-23.5
"2",6,-22.5
"2",5,-21.5
"2",4,-20.5
"2",3,-19.5
"2",2,-18.5
"2",2,-17.5
"2",1,-16.5
"2",1,-15.5
"2",0,-14.5
"2",-1,-13.5
"2",-2,-12.5
"2",-3,-11.5
"2",-4,-10.5
"2",-5,-9.5
"2",-6,-8.5
"2",-7,-7.5
"2",-8,-6.5
"2",-9,-5.5
"2",-10,-4.5
"2",-11,-3.5
"2",-12,-2.5
"2",-13,-1.5
"2",-14,-0.5
"2",-15,0.5
"2",-16,1.5
"2",-17,2.5
"2",-17,3.5
"2",-17,4.5
"2",-17,5.5
"2",-17,6.5
"2",-17,7.5
"2",-17,8.5
"2",-18,9.5
"2",-18,10.5
"2",-18,11.5
"2",-18,12.5
"2",-18,13.5
"2",-18,14.5
"2",-18,15.5
"2",-18,16.5
"2",-18,17.5
"2",-18,18.5
"2",-18,19.5
"2",-18,20.5
"2",-18,21.5
"2",-18,22.5
"2",-18,23.5
"2",-18,24.5
"2",-17,25.5
"2",-17,26.5
"2",-17,27.5
"2",-17,28.5
"2",-16,29.5
"2",-16,30.5
"2",-16,31.5
"2",-16,32.5
"2",-16,33.5
"2",-16,34.5
"2",-16,35.5
"2",-16,36.5
"2",-16,37.5
"2",-16,38.5
"2",-16,39.5
"2",-16,40.5
"2",-16,41.5
"2",-16,42.5
"2",-16,43.5
"2",-17,44.5
"2",-18,45.5
"2",-18,46.5
"2",-18,47.5
"2",-17,48.5
"2",-16,49.5
"2",-15,50.5
"2",-14,51.5
"2",-13,52.5
"2",-12,53.5
"2",-11,54.5
"2",-10,55.5
"2",-9,56.5
"2",-8,57.5
"2",-7,58.5
"2",-6,59.5
"2",-5,59.5
"2",-4,59.5
"2",-3,59.5
"2",-2,58.5
"2",-1,57.5
"2",-1,56.5
"2",0,55.5
"2",0,54.5
"3",0,-73.5
"3",-1,-72.5
"3",-2,-71.5
"3",-3,-70.5
"3",-4,-69.5
"3",-5,-68.5
"3",-6,-67.5
"3",-6,-66.5
"3",-5,-65.5
"3",-4,-64.5
"3",-3,-63.5
"3",-2,-62.5
"3",-1,-61.5
"3",0,-60.5
"3",1,-59.5
"3",2,-58.5
"3",3,-57.5
"3",4,-56.5
"3",5,-55.5
"3",6,-54.5
"3",5,-53.5
"3",4,-52.5
"3",5,-51.5
"3",6,-50.5
"3",7,-49.5
"3",8,-48.5
"3",7,-47.5
"3",6,-46.5
"3",6,-45.5
"3",6,-44.5
"3",6,-43.5
"3",6,-42.5
"3",6,-41.5
"3",6,-40.5
"3",6,-39.5
"3",6,-38.5
"3",6,-37.5
"3",6,-36.5
"3",6,-35.5
"3",6,-34.5
"3",6,-33.5
"3",7,-32.5
"3",7,-31.5
"3",7,-30.5
"3",7,-29.5
"3",7,-28.5
"3",7,-27.5
"3",7,-26.5
"3",7,-25.5
"3",7,-24.5
"3",7,-23.5
"3",6,-22.5
"3",5,-21.5
"3",4,-20.5
"3",3,-19.5
"3",2,-18.5
"3",2,-17.5
"3",1,-16.5
"3",1,-15.5
"3",0,-14.5
"3",-1,-13.5
"3",-2,-12.5
"3",-3,-11.5
"3",-4,-10.5
"3",-5,-9.5
"3",-6,-8.5
"3",-7,-7.5
"3",-8,-6.5
"3",-9,-5.5
"3",-10,-4.5
"3",-11,-3.5
"3",-12,-2.5
"3",-13,-1.5
"3",-14,-0.5
"3",-15,0.5
"3",-16,1.5
"3",-17,2.5
"3",-17,3.5
"3",-17,4.5
"3",-17,5.5
"3",-17,6.5
"3",-17,7.5
"3",-17,8.5
"3",-18,9.5
"3",-18,10.5
"3",-18,11.5
"3",-18,12.5
"3",-18,13.5
"3",-18,14.5
"3",-18,15.5
"3",-18,16.5
"3",-18,17.5
"3",-18,18.5
"3",-18,19.5
"3",-18,20.5
"3",-18,21.5
"3",-18,22.5
"3",-18,23.5
"3",-18,24.5
"3",-17,25.5
"3",-17,26.5
"3",-17,27.5
"3",-17,28.5
"3",-16,29.5
"3",-16,30.5
"3",-16,31.5
"3",-16,32.5
"3",-16,33.5
"3",-16,34.5
"3",-16,35.5
"3",-16,36.5
"3",-16,37.5
"3",-16,38.5
"3",-16,39.5
"3",-16,40.5
"3",-16,41.5
"3",-16,42.5
"3",-16,43.5
"3",-17,44.5
"3",-17,45.5
"3",-17,46.5
"3",-17,47.5
"3",-17,48.5
"3",-16,49.5
"3",-15,50.5
"3",-14,51.5
"3",-13,52.5
"3",-12,53.5
"3",-11,54.5
"3",-10,55.5
"3",-9,56.5
"3",-8,57.5
"3",-7,58.5
"3",-6,59.5
"3",-5,59.5
"3",-4,59.5
"3",-3,59.5
"3",-2,58.5
"3",-1,57.5
"3",-1,56.5
"3",0,55.5
"3",0,54.5
"4",0,-73.5
"4",-1,-72.5
"4",-2,-71.5
"4",-3,-70.5
"4",-4,-69.5
"4",-5,-68.5
"4",-6,-67.5
"4",-7,-66.5
"4",-6,-65.5
"4",-5,-64.5
"4",-4,-63.5
"4",-3,-62.5
"4",-2,-61.5
"4",-1,-60.5
"4",0,-59.5
"4",-1,-58.5
"4",-2,-57.5
"4",-3,-56.5
"4",-4,-55.5
"4",-5,-54.5
"4",-6,-53.5
"4",-7,-52.5
"4",-8,-51.5
"4",-9,-50.5
"4",-10,-49.5
"4",-11,-48.5
"4",-12,-47.5
"4",-13,-46.5
"4",-14,-45.5
"4",-15,-44.5
"4",-16,-43.5
"4",-17,-42.5
"4",-18,-41.5
"4",-18,-40.5
"4",-18,-39.5
"4",-18,-38.5
"4",-18,-37.5
"4",-18,-36.5
"4",-18,-35.5
"4",-18,-34.5
"4",-18,-33.5
"4",-18,-32.5
"4",-18,-31.5
"4",-18,-30.5
"4",-18,-29.5
"4",-18,-28.5
"4",-18,-27.5
"4",-18,-26.5
"4",-18,-25.5
"4",-18,-24.5
"4",-18,-23.5
"4",-18,-22.5
"4",-18,-21.5
"4",-18,-20.5
"4",-18,-19.5
"4",-18,-18.5
"4",-18,-17.5
"4",-18,-16.5
"4",-18,-15.5
"4",-18,-14.5
"4",-18,-13.5
"4",-18,-12.5
"4",-18,-11.5
"4",-18,-10.5
"4",-18,-9.5
"4",-18,-8.5
"4",-18,-7.5
"4",-18,-6.5
"4",-18,-5.5
"4",-18,-4.5
"4",-18,-3.5
"4",-18,-2.5
"4",-18,-1.5
"4",-18,-0.5
"4",-18,0.5
"4",-18,1.5
"4",-18,2.5
"4",-18,3.5
"4",-18,4.5
"4",-18,5.5
"4",-18,6.5
"4",-18,7.5
"4",-18,8.5
"4",-18,9.5
"4",-18,10.5
"4",-18,11.5
"4",-18,12.5
"4",-18,13.5
"4",-18,14.5
"4",-18,15.5
"4",-18,16.5
"4",-18,17.5
"4",-18,18.5
"4",-18,19.5
"4",-18,20.5
"4",-18,21.5
"4",-18,22.5
"4",-18,23.5
"4",-18,24.5
"4",-17,25.5
"4",-17,26.5
"4",-17,27.5
"4",-17,28.5
"4",-16,29.5
"4",-16,30.5
"4",-16,31.5
"4",-16,32.5
"4",-16,33.5
"4",-16,34.5
"4",-16,35.5
"4",-16,36.5
"4",-16,37.5
"4",-16,38.5
"4",-16,39.5
"4",-16,40.5
"4",-16,41.5
"4",-16,42.5
"4",-16,43.5
"4",-16,44.5
"4",-16,45.5
"4",-16,46.5
"4",-16,47.5
"4",-16,48.5
"4",-16,49.5
"4",-15,50.5
"4",-14,51.5
"4",-13,52.5
"4",-12,53.5
"4",-11,54.5
"4",-10,55.5
"4",-9,56.5
"4",-8,57.5
"4",-7,58.5
"4",-6,59.5
"4",-5,59.5
"4",-4,59.5
"4",-3,59.5
"4",-2,58.5
"4",-1,57.5
"4",-1,56.5
"4",0,55.5
"4",0,54.5
"5",0,-73.5
"5",-1,-72.5
"5",-2,-71.5
"5",-3,-70.5
"5",-4,-69.5
"5",-5,-68.5
"5",-6,-67.5
"5",-7,-66.5
"5",-8,-65.5
"5",-7,-64.5
"5",-6,-63.5
"5",-7,-62.5
"5",-8,-61.5
"5",-9,-60.5
"5",-10,-59.5
"5",-11,-58.5
"5",-12,-57.5
"5",-13,-56.5
"5",-14,-55.5
"5",-15,-54.5
"5",-16,-53.5
"5",-17,-52.5
"5",-18,-51.5
"5",-18,-50.5
"5",-18,-49.5
"5",-18,-48.5
"5",-18,-47.5
"5",-18,-46.5
"5",-18,-45.5
"5",-18,-44.5
"5",-18,-43.5
"5",-18,-42.5
"5",-18,-41.5
"5",-18,-40.5
"5",-18,-39.5
"5",-18,-38.5
"5",-18,-37.5
"5",-18,-36.5
"5",-18,-35.5
"5",-18,-34.5
"5",-18,-33.5
"5",-18,-32.5
"5",-18,-31.5
"5",-18,-30.5
"5",-18,-29.5
"5",-18,-28.5
"5",-18,-27.5
"5",-18,-26.5
"5",-18,-25.5
"5",-18,-24.5
"5",-18,-23.5
"5",-18,-22.5
"5",-18,-21.5
"5",-18,-20.5
"5",-18,-19.5
"5",-18,-18.5
"5",-18,-17.5
"5",-18,-16.5
"5",-18,-15.5
"5",-18,-14.5
"5",-18,-13.5
"5",-18,-12.5
"5",-18,-11.5
"5",-18,-10.5
"5",-18,-9.5
"5",-18,-8.5
"5",-18,-7.5
"5",-18,-6.5
"5",-18,-5.5
"5",-18,-4.5
"5",-18,-3.5
"5",-18,-2.5
"5",-18,-1.5
"5",-18,-0.5
"5",-18,0.5
"5",-18,1.5
"5",-18,2.5
"5",-18,3.5
"5",-18,4.5
"5",-18,5.5
"5",-18,6.5
"5",-18,7.5
"5",-18,8.5
"5",-18,9.5
"5",-18,10.5
"5",-18,11.5
"5",-18,12.5
"5",-18,13.5
"5",-18,14.5
"5",-18,15.5
"5",-18,16.5
"5",-18,17.5
"5",-18,18.5
"5",-18,19.5
"5",-18,20.5
"5",-18,21.5
"5",-18,22.5
"5",-18,23.5
"5",-18,24.5
"5",-18,25.5
"5",-18,26.5
"5",-18,27.5
"5",-18,28.5
"5",-18,29.5
"5",-18,30.5
"5",-18,31.5
"5",-18,32.5
"5",-18,33.5
"5",-18,34.5
"5",-18,35.5
"5",-18,36.5
"5",-18,37.5
"5",-18,38.5
"5",-18,39.5
"5",-18,40.5
"5",-18,41.5
"5",-18,42.5
"5",-18,43.5
"5",-18,44.5
"5",-18,45.5
"5",-18,46.5
"5",-18,47.5
"5",-17,48.5
"5",-16,49.5
"5",-15,50.5
"5",-14,51.5
"5",-13,52.5
"5",-12,53.5
"5",-11,54.5
"5",-10,55.5
"5",-9,56.5
"5",-8,57.5
"5",-7,58.5
"5",-6,59.5
"5",-5,59.5
"5",-4,59.5
"5",-3,59.5
"5",-2,58.5
"5",-1,57.5
"5",-1,56.5
"5",0,55.5
"5",0,54.5
"6",0,-73.5
"6",-1,-72.5
"6",-2,-71.5
"6",-3,-70.5
"6",-4,-69.5
"6",-5,-68.5
"6",-6,-67.5
"6",-7,-66.5
"6",-8,-65.5
"6",-9,-64.5
"6",-10,-63.5
"6",-11,-62.5
"6",-12,-61.5
"6",-13,-60.5
"6",-14,-59.5
"6",-15,-58.5
"6",-16,-57.5
"6",-17,-56.5
"6",-18,-55.5
"6",-18,-54.5
"6",-18,-53.5
"6",-18,-52.5
"6",-18,-51.5
"6",-18,-50.5
"6",-18,-49.5
"6",-18,-48.5
"6",-18,-47.5
"6",-18,-46.5
"6",-18,-45.5
"6",-18,-44.5
"6",-18,-43.5
"6",-18,-42.5
"6",-18,-41.5
"6",-18,-40.5
"6",-18,-39.5
"6",-18,-38.5
"6",-18,-37.5
"6",-18,-36.5
"6",-18,-35.5
"6",-18,-34.5
"6",-18,-33.5
"6",-18,-32.5
"6",-18,-31.5
"6",-18,-30.5
"6",-18,-29.5
"6",-18,-28.5
"6",-18,-27.5
"6",-18,-26.5
"6",-18,-25.5
"6",-18,-24.5
"6",-18,-23.5
"6",-18,-22.5
"6",-18,-21.5
"6",-18,-20.5
"6",-18,-19.5
"6",-18,-18.5
"6",-18,-17.5
"6",-18,-16.5
"6",-18,-15.5
"6",-18,-14.5
"6",-18,-13.5
"6",-18,-12.5
"6",-18,-11.5
"6",-18,-10.5
"6",-18,-9.5
"6",-18,-8.5
"6",-18,-7.5
"6",-18,-6.5
"6",-18,-5.5
"6",-18,-4.5
"6",-18,-3.5
"6",-18,-2.5
"6",-18,-1.5
"6",-18,-0.5
"6",-18,0.5
"6",-18,1.5
"6",-18,2.5
"6",-18,3.5
"6",-18,4.5
"6",-18,5.5
"6",-18,6.5
"6",-18,7.5
"6",-18,8.5
"6",-18,9.5
"6",-18,10.5
"6",-18,11.5
"6",-18,12.5
"6",-18,13.5
"6",-18,14.5
"6",-18,15.5
"6",-18,16.5
"6",-18,17.5
"6",-18,18.5
"6",-18,19.5
"6",-18,20.5
"6",-18,21.5
"6",-18,22.5
"6",-18,23.5
"6",-18,24.5
"6",-18,25.5
"6",-18,26.5
"6",-18,27.5
"6",-18,28.5
"6",-18,29.5
"6",-18,30.5
"6",-18,31.5
"6",-18,32.5
"6",-18,33.5
"6",-18,34.5
"6",-18,35.5
"6",-18,36.5
"6",-18,37.5
"6",-18,38.5
"6",-18,39.5
"6",-18,40.5
"6",-18,41.5
"6",-18,42.5
"6",-18,43.5
"6",-18,44.5
"6",-18,45.5
"6",-18,46.5
"6",-18,47.5
"6",-17,48.5
"6",-16,49.5
"6",-15,50.5
"6",-14,51.5
"6",-13,52.5
"6",-12,53.5
"6",-11,54.5
"6",-10,55.5
"6",-9,56.5
"6",-8,57.5
"6",-7,58.5
"6",-6,59.5
"6",-5,59.5
"6",-4,59.5
"6",-3,59.5
"6",-2,58.5
"6",-1,57.5
"6",0,56.5
"6",0,55.5
"6",0,54.5
"7",0,-73.5
"7",-1,-72.5
"7",-2,-71.5
"7",-3,-70.5
"7",-4,-69.5
"7",-5,-68.5
"7",-6,-67.5
"7",-6,-66.5
"7",-6,-65.5
"7",-5,-64.5
"7",-4,-63.5
"7",-3,-62.5
"7",-2,-61.5
"7",-1,-60.5
"7",0,-59.5
"7",1,-58.5
"7",2,-57.5
"7",3,-56.5
"7",4,-55.5
"7",5,-54.5
"7",4,-53.5
"7",3,-52.5
"7",4,-51.5
"7",5,-50.5
"7",6,-49.5
"7",7,-48.5
"7",8,-47.5
"7",7,-46.5
"7",6,-45.5
"7",7,-44.5
"7",6,-43.5
"7",6,-42.5
"7",6,-41.5
"7",6,-40.5
"7",6,-39.5
"7",6,-38.5
"7",7,-37.5
"7",8,-36.5
"7",9,-35.5
"7",10,-34.5
"7",11,-33.5
"7",11,-32.5
"7",11,-31.5
"7",11,-30.5
"7",11,-29.5
"7",11,-28.5
"7",11,-27.5
"7",11,-26.5
"7",10,-25.5
"7",9,-24.5
"7",8,-23.5
"7",7,-22.5
"7",6,-21.5
"7",5,-20.5
"7",4,-19.5
"7",3,-18.5
"7",2,-17.5
"7",1,-16.5
"7",1,-15.5
"7",0,-14.5
"7",-1,-13.5
"7",-2,-12.5
"7",-3,-11.5
"7",-4,-10.5
"7",-5,-9.5
"7",-6,-8.5
"7",-7,-7.5
"7",-8,-6.5
"7",-9,-5.5
"7",-10,-4.5
"7",-11,-3.5
"7",-12,-2.5
"7",-13,-1.5
"7",-14,-0.5
"7",-15,0.5
"7",-16,1.5
"7",-17,2.5
"7",-17,3.5
"7",-17,4.5
"7",-17,5.5
"7",-17,6.5
"7",-17,7.5
"7",-17,8.5
"7",-18,9.5
"7",-18,10.5
"7",-18,11.5
"7",-18,12.5
"7",-18,13.5
"7",-18,14.5
"7",-18,15.5
"7",-18,16.5
"7",-18,17.5
"7",-18,18.5
"7",-18,19.5
"7",-18,20.5
"7",-18,21.5
"7",-18,22.5
"7",-18,23.5
"7",-18,24.5
"7",-17,25.5
"7",-17,26.5
"7",-17,27.5
"7",-17,28.5
"7",-16,29.5
"7",-16,30.5
"7",-16,31.5
"7",-16,32.5
"7",-16,33.5
"7",-16,34.5
"7",-16,35.5
"7",-16,36.5
"7",-16,37.5
"7",-16,38.5
"7",-16,39.5
"7",-16,40.5
"7",-16,41.5
"7",-16,42.5
"7",-17,43.5
"7",-18,44.5
"7",-19,45.5
"7",-19,46.5
"7",-18,47.5
"7",-17,48.5
"7",-16,49.5
"7",-15,50.5
"7",-14,51.5
"7",-13,52.5
"7",-12,53.5
"7",-11,54.5
"7",-10,55.5
"7",-9,56.5
"7",-8,57.5
"7",-7,58.5
"7",-6,59.5
"7",-5,59.5
"7",-4,59.5
"7",-3,59.5
"7",-2,58.5
"7",-1,57.5
"7",-1,56.5
"7",0,55.5
"7",0,54.5
"8",0,-73.5
"8",-1,-72.5
"8",-2,-71.5
"8",-3,-70.5
"8",-4,-69.5
"8",-5,-68.5
"8",-6,-67.5
"8",-6,-66.5
"8",-6,-65.5
"8",-5,-64.5
"8",-4,-63.5
"8",-3,-62.5
"8",-2,-61.5
"8",-1,-60.5
"8",0,-59.5
"8",1,-58.5
"8",2,-57.5
"8",3,-56.5
"8",4,-55.5
"8",5,-54.5
"8",4,-53.5
"8",3,-52.5
"8",4,-51.5
"8",5,-50.5
"8",6,-49.5
"8",7,-48.5
"8",8,-47.5
"8",7,-46.5
"8",6,-45.5
"8",7,-44.5
"8",7,-43.5
"8",7,-42.5
"8",7,-41.5
"8",7,-40.5
"8",7,-39.5
"8",7,-38.5
"8",7,-37.5
"8",8,-36.5
"8",9,-35.5
"8",10,-34.5
"8",11,-33.5
"8",11,-32.5
"8",11,-31.5
"8",11,-30.5
"8",11,-29.5
"8",11,-28.5
"8",11,-27.5
"8",11,-26.5
"8",10,-25.5
"8",9,-24.5
"8",8,-23.5
"8",7,-22.5
"8",6,-21.5
"8",5,-20.5
"8",4,-19.5
"8",3,-18.5
"8",2,-17.5
"8",1,-16.5
"8",0,-15.5
"8",-1,-14.5
"8",-2,-13.5
"8",-3,-12.5
"8",-4,-11.5
"8",-5,-10.5
"8",-6,-9.5
"8",-7,-8.5
"8",-8,-7.5
"8",-9,-6.5
"8",-10,-5.5
"8",-11,-4.5
"8",-12,-3.5
"8",-13,-2.5
"8",-14,-1.5
"8",-15,-0.5
"8",-16,0.5
"8",-17,1.5
"8",-18,2.5
"8",-18,3.5
"8",-18,4.5
"8",-18,5.5
"8",-18,6.5
"8",-18,7.5
"8",-18,8.5
"8",-18,9.5
"8",-18,10.5
"8",-18,11.5
"8",-18,12.5
"8",-18,13.5
"8",-18,14.5
"8",-18,15.5
"8",-18,16.5
"8",-18,17.5
"8",-18,18.5
"8",-18,19.5
"8",-18,20.5
"8",-18,21.5
"8",-18,22.5
"8",-18,23.5
"8",-18,24.5
"8",-17,25.5
"8",-17,26.5
"8",-17,27.5
"8",-17,28.5
"8",-16,29.5
"8",-16,30.5
"8",-16,31.5
"8",-16,32.5
"8",-16,33.5
"8",-16,34.5
"8",-16,35.5
"8",-16,36.5
"8",-16,37.5
"8",-16,38.5
"8",-16,39.5
"8",-16,40.5
"8",-16,41.5
"8",-16,42.5
"8",-17,43.5
"8",-18,44.5
"8",-19,45.5
"8",-19,46.5
"8",-18,47.5
"8",-17,48.5
"8",-16,49.5
"8",-15,50.5
"8",-14,51.5
"8",-13,52.5
"8",-12,53.5
"8",-11,54.5
"8",-10,55.5
"8",-9,56.5
"8",-8,57.5
"8",-7,58.5
"8",-6,59.5
"8",-5,59.5
"8",-4,59.5
"8",-3,59.5
"8",-2,58.5
"8",-1,57.5
"8",-1,56.5
"8",0,55.5
"8",0,54.5
"9",0,-73.5
"9",-1,-72.5
"9",-2,-71.5
"9",-3,-70.5
"9",-4,-69.5
"9",-5,-68.5
"9",-6,-67.5
"9",-7,-66.5
"9",-7,-65.5
"9",-6,-64.5
"9",-5,-63.5
"9",-4,-62.5
"9",-3,-61.5
"9",-2,-60.5
"9",-1,-59.5
"9",0,-58.5
"9",1,-57.5
"9",2,-56.5
"9",3,-55.5
"9",4,-54.5
"9",3,-53.5
"9",2,-52.5
"9",3,-51.5
"9",4,-50.5
"9",5,-49.5
"9",6,-48.5
"9",7,-47.5
"9",8,-46.5
"9",8,-45.5
"9",8,-44.5
"9",8,-43.5
"9",8,-42.5
"9",8,-41.5
"9",8,-40.5
"9",8,-39.5
"9",8,-38.5
"9",8,-37.5
"9",8,-36.5
"9",8,-35.5
"9",9,-34.5
"9",10,-33.5
"9",10,-32.5
"9",10,-31.5
"9",10,-30.5
"9",10,-29.5
"9",10,-28.5
"9",10,-27.5
"9",10,-26.5
"9",10,-25.5
"9",9,-24.5
"9",8,-23.5
"9",7,-22.5
"9",6,-21.5
"9",5,-20.5
"9",4,-19.5
"9",3,-18.5
"9",2,-17.5
"9",1,-16.5
"9",0,-15.5
"9",-1,-14.5
"9",-2,-13.5
"9",-3,-12.5
"9",-4,-11.5
"9",-5,-10.5
"9",-6,-9.5
"9",-7,-8.5
"9",-8,-7.5
"9",-9,-6.5
"9",-10,-5.5
"9",-11,-4.5
"9",-12,-3.5
"9",-13,-2.5
"9",-14,-1.5
"9",-15,-0.5
"9",-16,0.5
"9",-17,1.5
"9",-18,2.5
"9",-18,3.5
"9",-18,4.5
"9",-18,5.5
"9",-18,6.5
"9",-18,7.5
"9",-18,8.5
"9",-18,9.5
"9",-18,10.5
"9",-18,11.5
"9",-18,12.5
"9",-18,13.5
"9",-18,14.5
"9",-18,15.5
"9",-18,16.5
"9",-18,17.5
"9",-18,18.5
"9",-18,19.5
"9",-18,20.5
"9",-18,21.5
"9",-18,22.5
"9",-18,23.5
"9",-18,24.5
"9",-17,25.5
"9",-17,26.5
"9",-17,27.5
"9",-17,28.5
"9",-17,29.5
"9",-17,30.5
"9",-17,31.5
"9",-17,32.5
"9",-17,33.5
"9",-17,34.5
"9",-17,35.5
"9",-17,36.5
"9",-17,37.5
"9",-17,38.5
"9",-17,39.5
"9",-17,40.5
"9",-17,41.5
"9",-17,42.5
"9",-18,43.5
"9",-18,44.5
"9",-18,45.5
"9",-18,46.5
"9",-18,47.5
"9",-17,48.5
"9",-16,49.5
"9",-15,50.5
"9",-14,51.5
"9",-13,52.5
"9",-12,53.5
"9",-11,54.5
"9",-10,55.5
"9",-9,56.5
"9",-8,57.5
"9",-7,58.5
"9",-6,59.5
"9",-5,59.5
"9",-4,59.5
"9",-3,59.5
"9",-2,58.5
"9",-1,57.5
"9",-1,56.5
"9",0,55.5
"9",0,54.5
"10",0,-73.5
"10",-1,-72.5
"10",-2,-71.5
"10",-3,-70.5
"10",-4,-69.5
"10",-5,-68.5
"10",-6,-67.5
"10",-7,-66.5
"10",-7,-65.5
"10",-6,-64.5
"10",-5,-63.5
"10",-4,-62.5
"10",-3,-61.5
"10",-2,-60.5
"10",-1,-59.5
"10",0,-58.5
"10",1,-57.5
"10",2,-56.5
"10",3,-55.5
"10",4,-54.5
"10",5,-53.5
"10",6,-52.5
"10",7,-51.5
"10",8,-50.5
"10",8,-49.5
"10",8,-48.5
"10",8,-47.5
"10",8,-46.5
"10",8,-45.5
"10",8,-44.5
"10",8,-43.5
"10",8,-42.5
"10",8,-41.5
"10",8,-40.5
"10",8,-39.5
"10",8,-38.5
"10",8,-37.5
"10",8,-36.5
"10",8,-35.5
"10",8,-34.5
"10",8,-33.5
"10",8,-32.5
"10",8,-31.5
"10",8,-30.5
"10",8,-29.5
"10",8,-28.5
"10",8,-27.5
"10",8,-26.5
"10",8,-25.5
"10",8,-24.5
"10",7,-23.5
"10",6,-22.5
"10",5,-21.5
"10",4,-20.5
"10",3,-19.5
"10",2,-18.5
"10",2,-17.5
"10",1,-16.5
"10",0,-15.5
"10",-1,-14.5
"10",-2,-13.5
"10",-3,-12.5
"10",-4,-11.5
"10",-5,-10.5
"10",-6,-9.5
"10",-7,-8.5
"10",-8,-7.5
"10",-9,-6.5
"10",-10,-5.5
"10",-11,-4.5
"10",-12,-3.5
"10",-13,-2.5
"10",-14,-1.5
"10",-15,-0.5
"10",-16,0.5
"10",-17,1.5
"10",-18,2.5
"10",-18,3.5
"10",-18,4.5
"10",-18,5.5
"10",-18,6.5
