,lat,lon,speed,u10,v10,dir
49625,47.5,125.0,,,,
49626,47.5,126.0,,,,
49627,47.5,127.0,,,,
49628,47.5,128.0,,,,
49629,47.5,129.0,,,,
49630,47.5,130.0,,,,
49631,47.5,131.0,,,,
49632,47.5,132.0,,,,
49633,47.5,133.0,,,,
49634,47.5,134.0,,,,
49635,47.5,135.0,,,,
49636,47.5,136.0,,,,
49637,47.5,137.0,,,,
49638,47.5,138.0,,,,
49639,47.5,139.0,,,,
49640,47.5,140.0,,,,
49641,47.5,141.0,,,,
49642,47.5,142.0,,,,
49643,47.5,143.0,,,,
49644,47.5,144.0,3.1932175,1.7531066,0.42942485,76.23636
49645,47.5,145.0,3.2762787,2.117593,0.33096018,81.117065
49646,47.5,146.0,3.4385312,2.528182,0.2141575,85.15814
49647,47.5,147.0,3.4580624,2.8383667,0.10528469,87.87568
49648,47.5,148.0,3.4373224,2.9924538,0.08083383,88.45267
49649,47.5,149.0,3.3724473,3.093786,0.045809507,89.15169
49650,47.5,150.0,3.371721,3.169592,0.13997865,87.47129
49651,47.5,151.0,3.4296978,3.2102795,0.344177,83.88064
49652,47.5,152.0,3.573409,3.2828362,0.66071755,78.62044
49653,47.5,153.0,3.7674916,3.542587,0.5909993,80.52874
49654,47.5,154.0,4.0746226,3.9157372,0.43851137,83.610245
49655,47.5,155.0,4.2818837,4.1621833,0.2503383,86.55804
49656,47.5,156.0,4.449617,4.364074,0.08199024,88.92368
49657,47.5,157.0,4.55398,4.4810314,0.03589694,89.54102
49658,47.5,158.0,4.60659,4.5483284,0.09256371,88.83413
49659,47.5,159.0,4.714873,4.6725574,0.0510962,89.373474
49660,47.5,160.0,4.7829747,4.746506,0.006654938,89.91967
49661,47.5,161.0,4.902226,4.8749123,0.082155466,89.0345
49662,47.5,162.0,5.03256,5.0113626,0.09818069,88.877625
49663,47.5,163.0,5.012033,4.9937263,0.108588934,88.754295
49664,47.5,164.0,4.929703,4.9176106,0.1579864,88.15991
49665,47.5,165.0,4.962976,4.955669,0.15402134,88.21983
49666,47.5,166.0,4.8661904,4.8583584,0.13799603,88.37302
49667,47.5,167.0,4.7821116,4.7627506,0.22704382,87.27074
49668,47.5,168.0,4.8511944,4.8159695,0.3129525,86.28202
49669,47.5,169.0,4.7964425,4.744186,0.36168918,85.6403
49670,47.5,170.0,4.727953,4.6603355,0.46064937,84.35496
49671,47.5,171.0,4.8087773,4.7206707,0.49319553,84.03562
49672,47.5,172.0,4.865137,4.7559433,0.47750077,84.26667
49673,47.5,173.0,4.7937603,4.655075,0.5229332,83.590485
49674,47.5,174.0,4.6973968,4.530228,0.5837301,82.65777
49675,47.5,175.0,4.724569,4.5474,0.6389099,82.0023
49676,47.5,176.0,4.7310867,4.561788,0.6833512,81.4805
49677,47.5,177.0,4.6137414,4.4353933,0.77900714,80.0385
49678,47.5,178.0,4.545532,4.350305,0.8222919,79.29627
49679,47.5,179.0,4.4876122,4.282544,0.8117185,79.26741
48960,46.5,-180.0,4.495827,4.3134856,0.683186,81.00004
48961,46.5,-179.0,4.440117,4.2676926,0.52987194,82.92244
48962,46.5,-178.0,4.4450917,4.2709413,0.38399234,84.86246
48963,46.5,-177.0,4.398109,4.213391,0.20027988,87.27854
48964,46.5,-176.0,4.370306,4.141298,0.20077555,87.224396
48965,46.5,-175.0,4.445159,4.150116,0.17483775,87.58765
48966,46.5,-174.0,4.4048667,4.088698,0.03490575,89.51087
48967,46.5,-173.0,4.31612,3.9842718,-0.089331545,91.28442
48968,46.5,-172.0,4.2525992,3.9157372,-0.1944046,92.84223
48969,46.5,-171.0,4.1817245,3.8424065,-0.2639574,93.92981
48970,46.5,-170.0,4.1862073,3.8376105,-0.28576508,94.25863
48971,46.5,-169.0,4.2702074,3.905836,-0.28741708,94.20862
48972,46.5,-168.0,4.31762,3.9097035,-0.27040055,93.95636
48973,46.5,-167.0,4.291717,3.8772151,-0.19539566,92.88503
48974,46.5,-166.0,4.241527,3.7958403,-0.17325778,92.6134
48975,46.5,-165.0,4.146028,3.6889384,-0.17044918,92.6455
48976,46.5,-164.0,4.094035,3.686463,-0.1935784,93.005875
48977,46.5,-163.0,3.9966342,3.6395874,-0.18350065,92.88629
48978,46.5,-162.0,3.9121044,3.5857499,-0.10700885,91.70936
48979,46.5,-161.0,3.7996995,3.5309842,-0.024239102,90.39331
48980,46.5,-160.0,3.5833712,3.4245465,0.23381734,86.094086
48981,46.5,-159.0,3.426555,3.3481224,0.5065775,81.39629
48982,46.5,-158.0,3.3531396,3.2803612,0.65774375,78.662
48983,46.5,-157.0,3.3494418,3.2528236,0.7342356,77.28022
48984,46.5,-156.0,3.391949,3.2500389,0.83716077,75.55548
48985,46.5,-155.0,3.5175655,3.3099098,0.9990656,73.20405
48986,46.5,-154.0,3.5827858,3.33064,1.076879,72.08269
48987,46.5,-153.0,3.698623,3.3561668,1.2004554,70.31856
48988,46.5,-152.0,3.9128895,3.4316633,1.3638471,68.32562
48989,46.5,-151.0,4.0972886,3.50159,1.4626422,67.329315
48990,46.5,-150.0,4.245317,3.586214,1.5599504,66.49167
48991,46.5,-149.0,4.547547,3.7467985,1.8403101,63.84118
48992,46.5,-148.0,4.728993,3.8688614,1.9823898,62.869576
48993,46.5,-147.0,4.777753,3.9202235,2.015597,62.78988
48994,46.5,-146.0,4.79411,4.020937,1.9348097,64.303894
48995,46.5,-145.0,4.738479,4.051878,1.7852955,66.22126
48996,46.5,-144.0,4.63554,4.0077868,1.6534586,67.58084
48997,46.5,-143.0,4.45555,3.9219253,1.417375,70.130264
48998,46.5,-142.0,4.3038907,3.8615901,1.2011163,72.72212
48999,46.5,-141.0,4.184339,3.8306491,0.98882264,75.52595
49000,46.5,-140.0,4.052561,3.7831542,0.76000816,78.64089
49001,46.5,-139.0,3.9903648,3.7992437,0.5206203,82.197205
49002,46.5,-138.0,3.9677174,3.8267813,0.3671411,84.51982
49003,46.5,-137.0,3.8677406,3.7353504,0.22076583,86.61765
49004,46.5,-136.0,3.795807,3.6583068,0.09735469,88.47561
49005,46.5,-135.0,3.675372,3.584667,0.02020208,89.6771
49006,46.5,-134.0,3.5185058,3.4520843,-0.032664776,90.54214
49007,46.5,-133.0,3.489725,3.4460506,-0.113286816,91.88289
49008,46.5,-132.0,3.4056807,3.3936055,-0.12799041,92.1599
49009,46.5,-131.0,3.220863,3.2124453,-0.22215955,93.95604
49010,46.5,-130.0,3.1404972,3.108483,-0.27965236,95.14073
49011,46.5,-129.0,3.1147995,3.0056038,-0.31864166,96.05166
49012,46.5,-128.0,2.9401417,2.7631798,-0.4357749,98.96217
49013,46.5,-127.0,2.7610226,2.4307175,-0.3817514,98.92557
49014,46.5,-126.0,2.5731335,2.0697892,-0.19919558,95.49719
49015,46.5,-125.0,,,,
49016,46.5,-124.0,,,,
49017,46.5,-123.0,,,,
49018,46.5,-122.0,,,,
49019,46.5,-121.0,,,,
49020,46.5,-120.0,,,,
49021,46.5,-119.0,,,,
49022,46.5,-118.0,,,,
49023,46.5,-117.0,,,,
49024,46.5,-116.0,,,,
49025,46.5,-115.0,,,,
49026,46.5,-114.0,,,,
49027,46.5,-113.0,,,,
49028,46.5,-112.0,,,,
49029,46.5,-111.0,,,,
49030,46.5,-110.0,,,,
49031,46.5,-109.0,,,,
49032,46.5,-108.0,,,,
49033,46.5,-107.0,,,,
49034,46.5,-106.0,,,,
49035,46.5,-105.0,,,,
49036,46.5,-104.0,,,,
49037,46.5,-103.0,,,,
49038,46.5,-102.0,,,,
49039,46.5,-101.0,,,,
49040,46.5,-100.0,,,,
49041,46.5,-99.0,,,,
49042,46.5,-98.0,,,,
49043,46.5,-97.0,,,,
49044,46.5,-96.0,,,,
49045,46.5,-95.0,,,,
49046,46.5,-94.0,,,,
49047,46.5,-93.0,,,,
49048,46.5,-92.0,,,,
49049,46.5,-91.0,,,,
49050,46.5,-90.0,,,,
49051,46.5,-89.0,,,,
49052,46.5,-88.0,,,,
49053,46.5,-87.0,,,,
49054,46.5,-86.0,,,,
49055,46.5,-85.0,,,,
49056,46.5,-84.0,,,,
49057,46.5,-83.0,,,,
49058,46.5,-82.0,,,,
49059,46.5,-81.0,,,,
49060,46.5,-80.0,,,,
49061,46.5,-79.0,,,,
49062,46.5,-78.0,,,,
49063,46.5,-77.0,,,,
49064,46.5,-76.0,,,,
49065,46.5,-75.0,,,,
49066,46.5,-74.0,,,,
49067,46.5,-73.0,,,,
49068,46.5,-72.0,,,,
49069,46.5,-71.0,,,,
49070,46.5,-70.0,,,,
49071,46.5,-69.0,,,,
49072,46.5,-68.0,,,,
49073,46.5,-67.0,,,,
49074,46.5,-66.0,,,,
49075,46.5,-65.0,,,,
49076,46.5,-64.0,,,,
49077,46.5,-63.0,3.0918167,2.7628706,1.321884,64.43141
49078,46.5,-62.0,3.0842142,2.6983585,1.367647,63.1221
49079,46.5,-61.0,,,,
49080,46.5,-60.0,,,,
49081,46.5,-59.0,3.411892,3.0643919,1.287851,67.20478
49082,46.5,-58.0,3.779555,3.3988655,1.4006888,67.60321
49083,46.5,-57.0,3.9272583,3.5254145,1.4748677,67.29786
49084,46.5,-56.0,3.8497894,3.4265575,1.556481,65.57053
49085,46.5,-55.0,3.9827316,3.4370778,1.869387,61.45874
49086,46.5,-54.0,,,,
49087,46.5,-53.0,,,,
49088,46.5,-52.0,3.9969342,3.1610825,2.3587358,53.270447
49089,46.5,-51.0,3.7590415,3.026489,2.1229827,54.9516
49090,46.5,-50.0,3.5556393,2.9225266,1.9039155,56.917282
49091,46.5,-49.0,3.421408,2.927632,1.6708056,60.286514
49092,46.5,-48.0,3.084984,2.6836612,1.4509124,61.60228
49093,46.5,-47.0,3.2131932,2.9257755,1.2582786,66.72907
49094,46.5,-46.0,3.570659,3.3767426,1.048463,72.75067
49095,46.5,-45.0,3.7232819,3.5809543,0.8925058,76.00491
49096,46.5,-44.0,3.9464924,3.8464289,0.634945,80.626495
49097,46.5,-43.0,4.186482,4.0995274,0.4053043,84.35374
49098,46.5,-42.0,4.390907,4.3139496,0.2655375,86.47771
49099,46.5,-41.0,4.7184215,4.6263003,0.35722855,85.58456
49100,46.5,-40.0,4.8361306,4.6993213,0.44627622,84.57511
49101,46.5,-39.0,4.631485,4.459063,0.38267067,85.09497
49102,46.5,-38.0,4.649224,4.4664893,0.38167945,85.115715
49103,46.5,-37.0,4.7402897,4.5603957,0.37457547,85.30446
49104,46.5,-36.0,4.8253913,4.6583242,0.37490582,85.398705
49105,46.5,-35.0,4.6377597,4.4814954,0.33690774,85.70073
49106,46.5,-34.0,4.541399,4.398728,0.25826833,86.63978
49107,46.5,-33.0,4.4639454,4.3469014,0.10644118,88.5973
49108,46.5,-32.0,4.469167,4.377688,-0.051168203,90.66966
49109,46.5,-31.0,4.57633,4.5144477,-0.21042979,92.66877
49110,46.5,-30.0,4.5146585,4.455505,-0.48831138,96.2545
49111,46.5,-29.0,4.3043485,4.238453,-0.66178083,98.87436
49112,46.5,-28.0,4.3244224,4.2512937,-0.7617323,100.15827
49113,46.5,-27.0,4.4117856,4.293528,-0.9936858,103.03099
49114,46.5,-26.0,4.4082937,4.2297893,-1.1902845,105.71687
49115,46.5,-25.0,4.4171195,4.188174,-1.313861,107.41702
49116,46.5,-24.0,4.3926697,4.145011,-1.3447548,107.97448
49117,46.5,-23.0,4.3869915,4.144237,-1.338477,107.899055
49118,46.5,-22.0,4.398277,4.17951,-1.2980009,107.25285
49119,46.5,-21.0,4.2630534,4.0381093,-1.3006442,107.85335
49120,46.5,-20.0,4.1196513,3.8744307,-1.3569804,109.30229
49121,46.5,-19.0,3.881687,3.6117404,-1.3396336,110.35036
49122,46.5,-18.0,3.788966,3.4686375,-1.3736664,111.60479
49123,46.5,-17.0,3.7127392,3.3558571,-1.2834624,110.92957
49124,46.5,-16.0,3.596943,3.1940353,-1.1663291,110.06009
49125,46.5,-15.0,3.4937809,3.0336053,-1.0716645,109.4565
49126,46.5,-14.0,3.3790016,2.8473399,-0.98526025,109.08707
49127,46.5,-13.0,3.2628572,2.731001,-0.79345244,106.20045
49128,46.5,-12.0,3.0793865,2.5179713,-0.51970106,101.6619
49129,46.5,-11.0,2.9003875,2.3197935,-0.36291757,98.8915
49130,46.5,-10.0,2.7264042,2.1872108,-0.23620243,96.16363
49131,46.5,-9.0,2.7121906,2.1295054,0.0094634695,89.745384
49132,46.5,-8.0,2.872769,2.110322,0.20787959,84.37417
49133,46.5,-7.0,3.042834,2.0919123,0.22869587,83.76099
49134,46.5,-6.0,3.1235187,1.9666005,0.19978435,84.199295
49135,46.5,-5.0,3.2187197,1.8801199,0.11288444,86.564026
49136,46.5,-4.0,3.1469631,1.7752295,-0.053646404,91.73092
49137,46.5,-3.0,3.0610254,1.6545591,-0.1937437,96.67874
49138,46.5,-2.0,,,,
49139,46.5,-1.0,,,,
49140,46.5,0.0,,,,
49141,46.5,1.0,,,,
49142,46.5,2.0,,,,
49143,46.5,3.0,,,,
49144,46.5,4.0,,,,
49145,46.5,5.0,,,,
49146,46.5,6.0,,,,
49147,46.5,7.0,,,,
49148,46.5,8.0,,,,
49149,46.5,9.0,,,,
49150,46.5,10.0,,,,
49151,46.5,11.0,,,,
49152,46.5,12.0,,,,
49153,46.5,13.0,,,,
49154,46.5,14.0,,,,
49155,46.5,15.0,,,,
49156,46.5,16.0,,,,
49157,46.5,17.0,,,,
49158,46.5,18.0,,,,
49159,46.5,19.0,,,,
49160,46.5,20.0,,,,
49161,46.5,21.0,,,,
49162,46.5,22.0,,,,
49163,46.5,23.0,,,,
49164,46.5,24.0,,,,
49165,46.5,25.0,,,,
49166,46.5,26.0,,,,
49167,46.5,27.0,,,,
49168,46.5,28.0,,,,
49169,46.5,29.0,,,,
49170,46.5,30.0,,,,
49171,46.5,31.0,,,,
49172,46.5,32.0,,,,
49173,46.5,33.0,,,,
49174,46.5,34.0,,,,
49175,46.5,35.0,,,,
49176,46.5,36.0,,,,
49177,46.5,37.0,,,,
49178,46.5,38.0,,,,
49179,46.5,39.0,,,,
49180,46.5,40.0,,,,
49181,46.5,41.0,,,,
49182,46.5,42.0,,,,
49183,46.5,43.0,,,,
49184,46.5,44.0,,,,
49185,46.5,45.0,,,,
49186,46.5,46.0,,,,
49187,46.5,47.0,,,,
49188,46.5,48.0,,,,
49189,46.5,49.0,,,,
49190,46.5,50.0,,,,
49191,46.5,51.0,,,,
49192,46.5,52.0,,,,
49193,46.5,53.0,,,,
49194,46.5,54.0,,,,
49195,46.5,55.0,,,,
49196,46.5,56.0,,,,
49197,46.5,57.0,,,,
49198,46.5,58.0,,,,
49199,46.5,59.0,,,,
49200,46.5,60.0,,,,
49201,46.5,61.0,,,,
49202,46.5,62.0,,,,
49203,46.5,63.0,,,,
49204,46.5,64.0,,,,
49205,46.5,65.0,,,,
49206,46.5,66.0,,,,
49207,46.5,67.0,,,,
49208,46.5,68.0,,,,
49209,46.5,69.0,,,,
49210,46.5,70.0,,,,
49211,46.5,71.0,,,,
49212,46.5,72.0,,,,
49213,46.5,73.0,,,,
49214,46.5,74.0,,,,
49215,46.5,75.0,,,,
49216,46.5,76.0,,,,
49217,46.5,77.0,,,,
49218,46.5,78.0,,,,
49219,46.5,79.0,,,,
49220,46.5,80.0,,,,
49221,46.5,81.0,,,,
49222,46.5,82.0,,,,
49223,46.5,83.0,,,,
49224,46.5,84.0,,,,
49225,46.5,85.0,,,,
49226,46.5,86.0,,,,
49227,46.5,87.0,,,,
49228,46.5,88.0,,,,
49229,46.5,89.0,,,,
49230,46.5,90.0,,,,
49231,46.5,91.0,,,,
49232,46.5,92.0,,,,
49233,46.5,93.0,,,,
49234,46.5,94.0,,,,
49235,46.5,95.0,,,,
49236,46.5,96.0,,,,
49237,46.5,97.0,,,,
49238,46.5,98.0,,,,
49239,46.5,99.0,,,,
49240,46.5,100.0,,,,
49241,46.5,101.0,,,,
49242,46.5,102.0,,,,
49243,46.5,103.0,,,,
49244,46.5,104.0,,,,
49245,46.5,105.0,,,,
49246,46.5,106.0,,,,
49247,46.5,107.0,,,,
49248,46.5,108.0,,,,
49249,46.5,109.0,,,,
49250,46.5,110.0,,,,
49251,46.5,111.0,,,,
49252,46.5,112.0,,,,
49253,46.5,113.0,,,,
49254,46.5,114.0,,,,
49255,46.5,115.0,,,,
49256,46.5,116.0,,,,
49257,46.5,117.0,,,,
49258,46.5,118.0,,,,
49259,46.5,119.0,,,,
49260,46.5,120.0,,,,
49261,46.5,121.0,,,,
49262,46.5,122.0,,,,
49263,46.5,123.0,,,,
49264,46.5,124.0,,,,
49265,46.5,125.0,,,,
49266,46.5,126.0,,,,
49267,46.5,127.0,,,,
49268,46.5,128.0,,,,
49269,46.5,129.0,,,,
49270,46.5,130.0,,,,
49271,46.5,131.0,,,,
49272,46.5,132.0,,,,
49273,46.5,133.0,,,,
49274,46.5,134.0,,,,
49275,46.5,135.0,,,,
49276,46.5,136.0,,,,
49277,46.5,137.0,,,,
49278,46.5,138.0,,,,
49279,46.5,139.0,,,,
49280,46.5,140.0,3.8261776,2.0075974,-0.4341228,102.20177
49281,46.5,141.0,,,,
49282,46.5,142.0,,,,
49283,46.5,143.0,,,,
49284,46.5,144.0,3.381605,1.695711,0.4999691,73.5722
49285,46.5,145.0,3.7748327,2.1093938,0.5546532,75.26788
49286,46.5,146.0,3.835635,2.4964674,0.4623015,79.50868
49287,46.5,147.0,3.7494304,2.7142932,0.27908468,84.129456
49288,46.5,148.0,3.5834987,2.7306917,0.2253917,85.281494
49289,46.5,149.0,3.5271492,2.8439362,0.29940534,83.99013
49290,46.5,150.0,3.398874,2.9259303,0.42463383,81.74244
49291,46.5,151.0,3.3440027,2.9485176,0.6399012,77.75529
49292,46.5,152.0,3.3490064,3.0671766,0.6370926,78.26578
49293,46.5,153.0,3.6972954,3.533769,0.46560565,82.494
49294,46.5,154.0,3.7115147,3.5790977,0.34136853,84.551704
49295,46.5,155.0,3.80605,3.686618,0.23447819,86.36075
49296,46.5,156.0,3.907935,3.8198195,0.11255392,88.312225
49297,46.5,157.0,3.9951885,3.9442031,0.03176673,89.53855
49298,46.5,158.0,4.028485,4.000671,-0.03398649,90.486725
49299,46.5,159.0,4.2065334,4.1877093,-0.02688249,90.3678
49300,46.5,160.0,4.3977265,4.380627,0.0015334288,89.97994
49301,46.5,161.0,4.589545,4.575402,-0.038612366,90.48351
49302,46.5,162.0,4.814759,4.7998796,-0.12138208,91.448616
49303,46.5,163.0,4.683036,4.6737947,-0.07181939,90.88036
49304,46.5,164.0,4.5816665,4.5788054,0.088763796,88.88941
49305,46.5,165.0,4.5828686,4.569678,0.23365219,87.07296
49306,46.5,166.0,4.6198754,4.587933,0.3866357,85.18294
49307,46.5,167.0,4.7427273,4.6952987,0.47584867,84.21307
49308,46.5,168.0,4.826438,4.769867,0.49038705,84.13008
49309,46.5,169.0,4.7627006,4.6971555,0.4791527,84.17545
49310,46.5,170.0,4.716783,4.6338806,0.5083948,83.738976
49311,46.5,171.0,4.9223504,4.816124,0.46659687,84.466324
49312,46.5,172.0,5.006812,4.8725915,0.39522663,85.36276
49313,46.5,173.0,4.915912,4.7644525,0.435042,84.78279
49314,46.5,174.0,4.805959,4.6533737,0.5635746,83.09448
49315,46.5,175.0,4.822689,4.6677613,0.63461447,82.25771
49316,46.5,176.0,4.8007684,4.635892,0.6964027,81.45692
49317,46.5,177.0,4.780791,4.60263,0.6856641,81.52683
49318,46.5,178.0,4.6490674,4.4753075,0.61693716,82.15104
49319,46.5,179.0,4.548393,4.377224,0.6526223,81.51995
48600,45.5,-180.0,4.311353,4.150271,0.38927904,84.641556
48601,45.5,-179.0,4.270607,4.096124,0.27891937,86.104546
48602,45.5,-178.0,4.2623687,4.0698237,0.10726722,88.49022
48603,45.5,-177.0,4.3355675,4.0885434,-0.0019359589,90.02713
48604,45.5,-176.0,4.3319235,4.003455,-0.06455016,90.92374
48605,45.5,-175.0,4.287581,3.914654,-0.2125775,93.108284
48606,45.5,-174.0,4.2452216,3.8623638,-0.3088945,94.572525
48607,45.5,-173.0,4.266593,3.8775246,-0.38274276,95.63729
48608,45.5,-172.0,4.2428536,3.8965538,-0.3951335,95.79034
48609,45.5,-171.0,4.1551023,3.8309584,-0.3744824,95.583015
48610,45.5,-170.0,4.183989,3.8464289,-0.36291778,95.39001
48611,45.5,-169.0,4.247456,3.8588054,-0.4242102,96.273506
48612,45.5,-168.0,4.2278976,3.8082168,-0.3830732,95.74413
48613,45.5,-167.0,4.158014,3.759948,-0.30641618,94.65901
48614,45.5,-166.0,4.147583,3.7573185,-0.31401587,94.77736
48615,45.5,-165.0,4.0158653,3.6556768,-0.32690218,95.10998
48616,45.5,-164.0,3.9886577,3.6488698,-0.36737835,95.74932
48617,45.5,-163.0,3.9347951,3.610967,-0.34986615,95.5341
48618,45.5,-162.0,3.7328746,3.4191315,-0.31599832,95.28031
48619,45.5,-161.0,3.5362194,3.287632,-0.16037147,92.79269
48620,45.5,-160.0,3.3418236,3.2019253,0.06992996,88.74886
48621,45.5,-159.0,3.177213,3.1128147,0.3692888,83.23434
48622,45.5,-158.0,3.2244778,3.0942504,0.6884727,77.45599
48623,45.5,-157.0,3.3183231,3.1111128,0.8502123,74.71529
48624,45.5,-156.0,3.338765,3.115445,0.9286866,73.401146
48625,45.5,-155.0,3.440874,3.191096,1.0948869,71.06256
48626,45.5,-154.0,3.6118155,3.2798967,1.2478704,69.170166
48627,45.5,-153.0,3.7165802,3.285002,1.3377441,67.84248
48628,45.5,-152.0,3.9635258,3.360344,1.5203,65.65687
48629,45.5,-151.0,4.310404,3.5413494,1.7071515,64.26303
48630,45.5,-150.0,4.564118,3.6426814,1.9171324,62.242302
48631,45.5,-149.0,4.746722,3.7540696,2.0550816,61.302486
48632,45.5,-148.0,4.786602,3.8032663,2.0582209,61.578995
48633,45.5,-147.0,4.7420096,3.817035,2.004693,62.29171
48634,45.5,-146.0,4.7105007,3.8885088,1.8619523,64.41329
48635,45.5,-145.0,4.553873,3.8168802,1.6858397,66.169914
48636,45.5,-144.0,4.4731793,3.8159516,1.548551,67.9122
48637,45.5,-143.0,4.2924066,3.7675292,1.2782689,71.25866
48638,45.5,-142.0,4.085718,3.6747055,1.0101346,74.629684
48639,45.5,-141.0,3.9119663,3.5705888,0.766947,77.87731
48640,45.5,-140.0,3.8113163,3.549858,0.5136815,81.76618
48641,45.5,-139.0,3.71011,3.539957,0.32699528,84.72241
48642,45.5,-138.0,3.635868,3.5025184,0.13254428,87.83282
48643,45.5,-137.0,3.6149971,3.4769917,-0.015317877,90.25242
48644,45.5,-136.0,3.4868863,3.3328063,-0.044890285,90.77168
48645,45.5,-135.0,3.403125,3.249884,-0.085201345,91.50176
48646,45.5,-134.0,3.3083732,3.1468499,-0.17507501,93.18437
48647,45.5,-133.0,3.253516,3.1459217,-0.26065326,94.73639
48648,45.5,-132.0,3.1342208,3.081255,-0.36291757,96.71748
48649,45.5,-131.0,3.077985,3.0066864,-0.5007021,99.45467
48650,45.5,-130.0,3.0070164,2.8816845,-0.583637,101.449425
48651,45.5,-129.0,2.9397295,2.7161493,-0.7343077,105.1282
48652,45.5,-128.0,2.7639835,2.3264458,-0.7463679,107.787224
48653,45.5,-127.0,2.6834424,1.9679928,-0.6214698,107.52553
48654,45.5,-126.0,2.6856778,1.6650791,-0.45328704,105.228676
48655,45.5,-125.0,,,,
48656,45.5,-124.0,,,,
48657,45.5,-123.0,,,,
48658,45.5,-122.0,,,,
48659,45.5,-121.0,,,,
48660,45.5,-120.0,,,,
48661,45.5,-119.0,,,,
48662,45.5,-118.0,,,,
48663,45.5,-117.0,,,,
48664,45.5,-116.0,,,,
48665,45.5,-115.0,,,,
48666,45.5,-114.0,,,,
48667,45.5,-113.0,,,,
48668,45.5,-112.0,,,,
48669,45.5,-111.0,,,,
48670,45.5,-110.0,,,,
48671,45.5,-109.0,,,,
48672,45.5,-108.0,,,,
48673,45.5,-107.0,,,,
48674,45.5,-106.0,,,,
48675,45.5,-105.0,,,,
48676,45.5,-104.0,,,,
48677,45.5,-103.0,,,,
48678,45.5,-102.0,,,,
48679,45.5,-101.0,,,,
48680,45.5,-100.0,,,,
48681,45.5,-99.0,,,,
48682,45.5,-98.0,,,,
48683,45.5,-97.0,,,,
48684,45.5,-96.0,,,,
48685,45.5,-95.0,,,,
48686,45.5,-94.0,,,,
48687,45.5,-93.0,,,,
48688,45.5,-92.0,,,,
48689,45.5,-91.0,,,,
48690,45.5,-90.0,,,,
48691,45.5,-89.0,,,,
48692,45.5,-88.0,,,,
48693,45.5,-87.0,,,,
48694,45.5,-86.0,,,,
48695,45.5,-85.0,,,,
48696,45.5,-84.0,,,,
48697,45.5,-83.0,,,,
48698,45.5,-82.0,,,,
48699,45.5,-81.0,,,,
48700,45.5,-80.0,,,,
48701,45.5,-79.0,,,,
48702,45.5,-78.0,,,,
48703,45.5,-77.0,,,,
48704,45.5,-76.0,,,,
48705,45.5,-75.0,,,,
48706,45.5,-74.0,,,,
48707,45.5,-73.0,,,,
48708,45.5,-72.0,,,,
48709,45.5,-71.0,,,,
48710,45.5,-70.0,,,,
48711,45.5,-69.0,,,,
48712,45.5,-68.0,,,,
48713,45.5,-67.0,,,,
48714,45.5,-66.0,,,,
48715,45.5,-65.0,,,,
48716,45.5,-64.0,,,,
48717,45.5,-63.0,,,,
48718,45.5,-62.0,,,,
48719,45.5,-61.0,,,,
48720,45.5,-60.0,,,,
48721,45.5,-59.0,2.9160125,2.5337515,1.2903291,63.01224
48722,45.5,-58.0,3.0412712,2.6217792,1.2574525,64.376785
48723,45.5,-57.0,3.1904938,2.7118177,1.2934681,64.500046
48724,45.5,-56.0,3.1804266,2.6890757,1.3514565,63.31714
48725,45.5,-55.0,3.1434166,2.604452,1.4614857,60.70108
48726,45.5,-54.0,3.169424,2.5857325,1.600757,58.239475
48727,45.5,-53.0,3.2525806,2.5832572,1.7945471,55.212917
48728,45.5,-52.0,3.308348,2.5690243,1.9062284,53.424408
48729,45.5,-51.0,3.1116307,2.342071,1.8424578,51.80862
48730,45.5,-50.0,2.8586538,2.1452856,1.7030214,51.55592
48731,45.5,-49.0,2.6925335,2.0213664,1.6364422,51.007328
48732,45.5,-48.0,2.6325166,2.153949,1.4372001,56.287216
48733,45.5,-47.0,2.8084862,2.5815554,1.0233513,68.37619
48734,45.5,-46.0,2.895096,2.7494113,0.8221267,73.352325
48735,45.5,-45.0,3.143575,3.0209196,0.7152365,76.67986
48736,45.5,-44.0,3.5843601,3.4847271,0.59562516,80.30048
48737,45.5,-43.0,3.78014,3.6675892,0.48989138,82.39186
48738,45.5,-42.0,3.9792244,3.844263,0.46758816,83.065025
48739,45.5,-41.0,4.0159783,3.888973,0.3618543,84.68415
48740,45.5,-40.0,4.0222034,3.8973272,0.34153366,84.991806
48741,45.5,-39.0,4.048931,3.9287326,0.4340507,83.695465
48742,45.5,-38.0,4.089232,3.9606018,0.4898914,82.94884
48743,45.5,-37.0,4.249307,4.1546025,0.5338369,82.678024
48744,45.5,-36.0,4.3055973,4.227314,0.41670373,84.37031
48745,45.5,-35.0,4.1651416,4.0962787,0.23348689,86.737686
48746,45.5,-34.0,4.176321,4.121186,0.05539159,89.22995
48747,45.5,-33.0,4.2285075,4.1835327,-0.14550257,91.991936
48748,45.5,-32.0,4.251929,4.2084403,-0.28791276,93.91369
48749,45.5,-31.0,4.1919518,4.144856,-0.4364357,96.01085
48750,45.5,-30.0,4.1042275,4.0433693,-0.63766026,98.96203
48751,45.5,-29.0,3.999726,3.91156,-0.8220336,101.86828
48752,45.5,-28.0,4.0277686,3.8744307,-1.0508481,105.17505
48753,45.5,-27.0,3.965067,3.7573185,-1.1960669,107.65783
48754,45.5,-26.0,3.9935439,3.7214267,-1.3274081,109.63098
